id,main url,title,price,category,images,short desc,نام 1 صفت,مقدار(های) 1 صفت,نام 2 صفت,مقدار(های) 2 صفت,نام 3 صفت,مقدار(های) 3 صفت,نام 4 صفت,مقدار(های) 4 صفت,نام 5 صفت,مقدار(های) 5 صفت,نام 6 صفت,مقدار(های) 6 صفت,نام 7 صفت,مقدار(های) 7 صفت,نام 8 صفت,مقدار(های) 8 صفت,نام 9 صفت,مقدار(های) 9 صفت,نام 10 صفت,مقدار(های) 10 صفت,نام 11 صفت,مقدار(های) 11 صفت,نام 12 صفت,مقدار(های) 12 صفت,نام 13 صفت,مقدار(های) 13 صفت,نام 14 صفت,مقدار(های) 14 صفت,نام 15 صفت,مقدار(های) 15 صفت,نام 16 صفت,مقدار(های) 16 صفت,نام 17 صفت,مقدار(های) 17 صفت,نام 18 صفت,مقدار(های) 18 صفت,نام 19 صفت,مقدار(های) 19 صفت,نام 20 صفت,مقدار(های) 20 صفت,نام 21 صفت,مقدار(های) 21 صفت,نام 22 صفت,مقدار(های) 22 صفت,نام 23 صفت,مقدار(های) 23 صفت,نام 24 صفت,مقدار(های) 24 صفت,نام 25 صفت,مقدار(های) 25 صفت,نام 26 صفت,مقدار(های) 26 صفت,نام 27 صفت,مقدار(های) 27 صفت,نام 28 صفت,مقدار(های) 28 صفت,نام 29 صفت,مقدار(های) 29 صفت,نام 30 صفت,مقدار(های) 30 صفت,نام 31 صفت,مقدار(های) 31 صفت,نام 32 صفت,مقدار(های) 32 صفت,نام 33 صفت,مقدار(های) 33 صفت,نام 34 صفت,مقدار(های) 34 صفت,نام 35 صفت,مقدار(های) 35 صفت,نام 36 صفت,مقدار(های) 36 صفت,نام 37 صفت,مقدار(های) 37 صفت,نام 38 صفت,مقدار(های) 38 صفت,نام 39 صفت,مقدار(های) 39 صفت,نام 40 صفت,مقدار(های) 40 صفت,نام 41 صفت,مقدار(های) 41 صفت,نام 42 صفت,مقدار(های) 42 صفت,نام 43 صفت,مقدار(های) 43 صفت,نام 44 صفت,مقدار(های) 44 صفت,نام 45 صفت,مقدار(های) 45 صفت,نام 46 صفت,مقدار(های) 46 صفت,نام 47 صفت,مقدار(های) 47 صفت,نام 48 صفت,مقدار(های) 48 صفت,نام 49 صفت,مقدار(های) 49 صفت,نام 50 صفت,مقدار(های) 50 صفت
577,https://damatajhiz.com/products/459/کولر-گازی-اینورتر-گرین-مدل-gws-h09p1t1a,کولر گازی اینورتر گرین مدل GWS-H09P1T1A,14760000,کولر گازی و اسپلیت > کولر گازی و اسپلیت گرین,"https://damava.ir/wp-content/uploads/2022/sarmayesh/577/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/577/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/577/3.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/577/4.jpg",<ol><li>عملکرد: سرمايش و گرمایش + اینورتر</li><li>گرید انرژی A</li><li> دارای گاز مبرد R410a و کمپرسور روتاری </li><li> برای مساحت 12 تا 15 متر مربع(براساس شرایط)</li><li>مناسب آب و هوای معتدل + 3 متر لوله رایگان</li></ol>,مدل دستگاه,GWS-H09P1T1A,برچسب مصرف انرژی,A,موقعیت نصب دستگاه,دیواری,شرایط کارکرد,معتدل,نوع کمپرسور,روتاری,کیت اینورتر (کم مصرف) ,دارد,گاز مبرد,R410,ظرفیت سرمایشی - BTU/h,9000,ظرفیت گرمایشی - BTU/h,10000, برق مصرفی,تک فاز - 240-220 ولت,جریان برق مصرفی - Amp,3.22,حداکثر صدا یونیت داخلی - Db,38,ابعاد یونیت داخلی - mm ,760x290x210,ابعاد یونیت خارجی - mm,720x545x255,وزن یونیت داخلی - Kg,9,وزن یونیت خارجی - Kg,27,سایز لوله مایع (رفت) - mm,6.35,سایز لوله گاز (برگشت) - mm,9.52,حداکثر طول لوله کشی - m,7,حداکثر ارتفاع لوله کشی - m,5,دامنه دمایی  کارکرد,15- الی 55 درجه سانتی گراد,کشور سازنده ,چین,مدت گارانتی,2 سال ضمانت قطعات فنی - 5 سال ضمانت کمپرسور,شناسه کالا,2009577298696,گارانتی,5 سال گارانتی شرکت پشم شیشه پارس,گارانتی,5 سال ضمانت تعویض كمپرسور و 2 سال گارانتی قطعات فنی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,https://damatajhiz.com/products/1857/کولر-گازی-اسپلیت-هایسنس-مدل-مایا-hrh-30tq,کولر گازی اسپلیت هایسنس مدل مایا HRH-30TQ,25904000,کولر گازی و اسپلیت > کولر گازی و اسپلیت هایسنس,"https://damava.ir/wp-content/uploads/2022/sarmayesh/578/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/578/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/578/3.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/578/4.jpg",<ol><li>عملکرد: سرمايش و گرمایش</li><li>گرید انرژی B</li><li>برای مساحت 40 تا 60 متر مربع (براساس شرایط)</li><li>مناسب آب و هوای معتدل</li><li>گاز مبرد R410a و کمپرسور روتاری</li></ol>,مدل دستگاه,HRH-30TQ,برچسب مصرف انرژی,B,موقعیت نصب دستگاه,دیواری,شرایط کارکرد,معتدل,نوع کمپرسور,روتاری,کیت اینورتر (کم مصرف) ,ندارد,گاز مبرد,R410a,حداکثر ظرفیت سرمایشی - BTU/h,30000,حداکثر ظرفیت گرمایشی - BTU/h,30000, برق مصرفی,تک فاز - 220 ولت,جریان برق مصرفی سرمایش ~ گرمایش - Amp,12.1~11.5,سطح صدای یونیت داخلی - Db,39/45,ابعاد خالص یونیت داخلی (ارتفاعxطولxعرض) - mm ,231x1185x315,ابعاد خالص یونیت خارجی (ارتفاعxطولxعرض) - mm,310x860x650,ابعاد با بسته بندی یونیت داخلی (ارتفاعxطولxعرض) - mm,315x1236x390,ابعاد با بسته بندی یونیت خارجی (ارتفاعxطولxعرض) - mm,445x995x730,وزن یونیت داخلی - Kg,15,وزن یونیت خارجی - Kg,54,سایز لوله مایع (رفت) - Inch,3/8,سایز لوله گاز (برگشت) - Inch,5/8,حداکثر طول لوله کشی - m,25,حداکثر ارتفاع لوله کشی - m,10,دامنه دمایی کارکرد,7- الی 48 درجه سانتی گراد,کشور سازنده ,چین,مدت گارانتی,18 ماه قطعات فنی - 5 سال کمپرسور,نصب رایگان,دارد - طبق تعرفه شرکت گارانتی,شناسه کالا,2003263755849,گارانتی,5 سال گارانتی شرکت زرین نمای کاسپین,گارانتی,5 سال ضمانت كمپرسور و 18 ماه گارانتي قطعات فني,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,https://damatajhiz.com/products/4114/کولر-زیرسقفی-اینورتر-کیان-پارس-مدل-8000,کولر زیرسقفی اینورتر کیان پارس مدل 8000,21300000,کولر آبی > کولر آبی کیان پارس,"https://damava.ir/wp-content/uploads/2022/sarmayesh/579/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/579/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/579/3.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/579/4.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/579/5.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/579/6.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/579/7.jpg",<ol><li>دارای اینورتر</li><li>قابلیت کارکرد در مناطق گرم و خشک، گرم و نیمه خشک</li><li>دارای ترموستات صفحه لمسی</li><li>عدم اشغال فضای تراس با ارتفاع 64cm</li><li>متراژ هوادهی 150 تا 180 متر</li></ol>,گارانتی,یک سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,https://damatajhiz.com/products/456/کولر-گازی-گرین-r410a-مدل-gws-h18p1t1r1,کولر گازی گرین R410a مدل GWS-H18P1T1/R1,17460000,کولر گازی و اسپلیت > کولر گازی و اسپلیت گرین,"https://damava.ir/wp-content/uploads/2022/sarmayesh/580/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/580/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/580/3.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/580/4.jpg",<ol><li>عملکرد: سرمايش و گرمایش</li><li>گرید انرژی B</li><li> دارای گاز مبرد R410a و کمپرسور روتاری </li><li>برای مساحت 25 تا 35 متر مربع(براساس شرایط)</li><li>مناسب آب و هوای معتدل + 5 متر لوله رایگان</li></ol>,مدل دستگاه,GWS-H18P1T1/R1,برچسب مصرف انرژی,B,موقعیت نصب دستگاه,دیواری,شرایط کارکرد,معتدل,نوع کمپرسور,روتاری,کیت اینورتر (کم مصرف) ,ندارد,گاز مبرد,R410,ظرفیت سرمایشی - BTU/h,18000,ظرفیت گرمایشی - BTU/h,19000, برق مصرفی,تک فاز - 240 ولت,جریان برق مصرفی - Amp,7.59~7.09,حداکثر صدا یونیت داخلی - Db,46,ابعاد یونیت داخلی - mm ,910x315x230,ابعاد یونیت خارجی - mm,795x595x290,وزن یونیت داخلی - Kg,12,وزن یونیت خارجی - Kg,36,سایز لوله مایع (رفت) - mm,6.35,سایز لوله گاز (برگشت) - mm,12.7,حداکثر طول لوله کشی - m,12,حداکثر ارتفاع لوله کشی - m,7,دامنه دمایی  کارکرد,15- الی 55 درجه سانتی گراد,کشور سازنده ,چین,مدت گارانتی,2 سال ضمانت قطعات فنی - 5 سال ضمانت کمپرسور,شناسه کالا,2009577298696,گارانتی,5 سال گارانتی شرکت پشم شیشه پارس,گارانتی,5 سال ضمانت تعویض كمپرسور و 2 سال گارانتی قطعات فنی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,https://damatajhiz.com/products/3305/فن-کویل-زمینی-مورب-زن-ساران-srfcse-200,فن کویل زمینی مورب زن ساران SRFCSE-200,5636000,فن کویل > فن کویل ساران,https://damava.ir/wp-content/uploads/2022/sarmayesh/581/1.jpg,<ol><li>دارای کویل سه رديفه 3/8 اینچ و فین آلومینیومی 14پره</li><li>مجهز به الکترو موتور تک فاز 3 سرعته</li><li>دارای فیلتر هوای قابل شست و شو</li><li>طراحی زیبا همراه با عملکرد کم صدا و آرام</li><li>برای مساحت حداکثر 12 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,SRFCSE-200,موقعیت نصب دستگاه,زمینی,ظرفیت هوادهي CFM,200,حداکثر قدرت سرمایش(BTU/hr),6250,حداکثر قدرت گرمایش(BTU/hr),21800,نوع برق مصرفی,تک فاز - 220 ولت,تعداد ردیف کویل,3,تعداد موتور,1,قدرت الکترموتور (W),25,تعداد فن,1,حداکثر صدا - Db,41,افت فشار آب (Kpa),-,ابعاد - mm,920x655x210,وزن - Kg,30,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,ایران,مدت گارانتی,18 ماه گارانتی از زمان نصب,گارانتی,18 ماه گارانتی شرکت اصلی,گارانتی,گارانتی 18 ماهه از زمان تحویل، گارانتی 12 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,https://damatajhiz.com/products/3298/فن-کویل-زمینی-بالازن-ساران-مدل-frfcte-1000,فن کویل زمینی بالازن ساران مدل FRFCTE-1000,11083000,فن کویل > فن کویل ساران,https://damava.ir/wp-content/uploads/2022/sarmayesh/582/1.jpg,<ol><li>کویل سه رديفه 3/8 اینچ و فین آلومینیومی 14پره</li><li>طراحی زیبا همراه با عملکرد کم صدا و آرام </li><li>دارای فن سانتریفوژ از جنس ABS با حداقل دسیبل صدا</li><li>دارای فیلتر هوای قابل شست و شو</li><li>برای مساحت حداکثر 70 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,FRFCTE-1000,موقعیت نصب دستگاه,زمینی,ظرفیت هوادهي CFM,1000,حداکثر قدرت سرمایش(BTU/hr),30500,حداکثر قدرت گرمایش(BTU/hr),75000,نوع برق مصرفی,تک فاز - 220 ولت,تعداد ردیف کویل,3,تعداد موتور,2,قدرت الکترموتور (W),45,تعداد فن,4,حداکثر صدا - Db,40,افت فشار آب (Kpa),-,ابعاد - mm,1920x570x210,وزن - Kg,68,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,ایران,مدت گارانتی,18 ماه گارانتی از زمان نصب,گارانتی,18 ماه گارانتی شرکت اصلی,گارانتی,گارانتی 18 ماهه از زمان تحویل، گارانتی 12 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,https://damatajhiz.com/products/3299/فن-کویل-زمینی-بالازن-ساران-مدل-frfcte-1200,فن کویل زمینی بالازن ساران مدل FRFCTE-1200,12291000,فن کویل > فن کویل زمینی,"https://damava.ir/wp-content/uploads/2022/sarmayesh/583/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/583/2.jpg",<ol><li>کویل سه رديفه 3/8 اینچ و فین آلومینیومی 14پره</li><li>طراحی زیبا همراه با عملکرد کم صدا و آرام</li><li>دارای فن سانتریفوژ از جنس ABS با حداقل دسیبل صدا</li><li>دارای فیلتر هوای قابل شست و شو</li><li>برای مساحت حداکثر 80 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,FRFCTE-1200,موقعیت نصب دستگاه,زمینی,ظرفیت هوادهي CFM,1200,حداکثر قدرت سرمایش(BTU/hr),38900,حداکثر قدرت گرمایش(BTU/hr),88750,نوع برق مصرفی,تک فاز - 220 ولت,تعداد ردیف کویل,3,تعداد موتور,2,قدرت الکترموتور (W),45,تعداد فن,4,حداکثر صدا - Db,41,افت فشار آب (Kpa),-,ابعاد - mm,2270x570x210,وزن - Kg,79,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,ایران,مدت گارانتی,18 ماه گارانتی از زمان نصب,گارانتی,18 ماه گارانتی شرکت اصلی,گارانتی,گارانتی 18 ماهه از زمان تحویل، گارانتی 12 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,https://damatajhiz.com/products/3300/فن-کویل-زمینی-دکوراتیو-ساران-مدل-200-srfcted,فن کویل زمینی دکوراتیو ساران مدل 200-SRFCTED,5833000,فن کویل > فن کویل ساران,https://damava.ir/wp-content/uploads/2022/sarmayesh/584/1.jpg,<ol><li>کویل سه رديفه 3/8 اینچ  و فین آلومینیومی 14پره</li><li>طراحی زیبا همراه با عملکرد کم صدا و آرام </li><li>دارای فن سانتریفوژ از جنس ABS با حداقل دسیبل صدا</li><li>دارای فیلتر هوای قابل شست و شو</li><li>برای مساحت حداکثر 12 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,200-SRFCTED,موقعیت نصب دستگاه,زمینی,ظرفیت هوادهي CFM,200,حداکثر قدرت سرمایش(BTU/hr),9200,حداکثر قدرت گرمایش(BTU/hr),21800,نوع برق مصرفی,تک فاز - 220 ولت,تعداد ردیف کویل,3,تعداد موتور,1,قدرت الکترموتور (W),25,تعداد فن,1,حداکثر صدا - Db,-,افت فشار آب (Kpa),-,ابعاد - mm,920x655x210,وزن - Kg,25,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,ایران,مدت گارانتی,18 ماه گارانتی از زمان نصب,گارانتی,18 ماه گارانتی شرکت اصلی,گارانتی,گارانتی 18 ماهه از زمان تحویل، گارانتی 12 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,https://damatajhiz.com/products/3301/فن-کویل-زمینی-دکوراتیو-ساران-مدل-300-srfcted,فن کویل زمینی دکوراتیو ساران مدل 300-SRFCTED,6651000,فن کویل > فن کویل زمینی,https://damava.ir/wp-content/uploads/2022/sarmayesh/585/1.jpg,<ol><li>کویل سه رديفه 3/8 اینچ و فین آلومینیومی 14پره</li><li>طراحی زیبا همراه با عملکرد کم صدا و آرام</li><li>دارای فن سانتریفوژ از جنس ABS با حداقل دسیبل صدا</li><li>دارای فیلتر هوای قابل شست و شو</li><li>برای مساحت حداکثر 20 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,300-SRFCTED,موقعیت نصب دستگاه,زمینی,ظرفیت هوادهي CFM,300,حداکثر قدرت سرمایش(BTU/hr),11800,حداکثر قدرت گرمایش(BTU/hr),30750,نوع برق مصرفی,تک فاز - 220 ولت,تعداد ردیف کویل,3,تعداد موتور,1,قدرت الکترموتور (W),25,تعداد فن,1,حداکثر صدا - Db,-,افت فشار آب (Kpa),-,ابعاد - mm,1120x655x210,وزن - Kg,27,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,ایران,مدت گارانتی,18 ماه گارانتی از زمان نصب,گارانتی,18 ماه گارانتی شرکت اصلی,گارانتی,گارانتی 18 ماهه از زمان تحویل، گارانتی 12 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,https://damatajhiz.com/products/3302/فن-کویل-زمینی-دکوراتیو-ساران-مدل-600-srfcted,فن کویل زمینی دکوراتیو ساران مدل 600-SRFCTED,8437000,فن کویل > فن کویل ساران,https://damava.ir/wp-content/uploads/2022/sarmayesh/586/1.jpg,<ol><li>کویل سه رديفه 3/8 اینچ و فین آلومینیومی 14پره</li><li>طراحی زیبا همراه با عملکرد کم صدا و آرام</li><li>دارای فن سانتریفوژ از جنس ABS با حداقل دسیبل صدا</li><li>دارای فیلتر هوای قابل شست و شو</li><li>برای مساحت حداکثر 40 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,600-SRFCTED,موقعیت نصب دستگاه,زمینی,ظرفیت هوادهي CFM,600,حداکثر قدرت سرمایش(BTU/hr),19700,حداکثر قدرت گرمایش(BTU/hr),48250,نوع برق مصرفی,تک فاز - 220 ولت,تعداد ردیف کویل,3,تعداد موتور,1,قدرت الکترموتور (W),45,تعداد فن,2,حداکثر صدا - Db,-,افت فشار آب (Kpa),-,ابعاد - mm,1360x655x210,وزن - Kg,33,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,ایران,مدت گارانتی,18 ماه گارانتی از زمان نصب,گارانتی,18 ماه گارانتی شرکت اصلی,گارانتی,گارانتی 18 ماهه از زمان تحویل، گارانتی 12 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,https://damatajhiz.com/products/3303/فن-کویل-زمینی-دکوراتیو-ساران-مدل-800-srfcted,فن کویل زمینی دکوراتیو ساران مدل 800-SRFCTED,9762000,فن کویل > فن کویل زمینی,https://damava.ir/wp-content/uploads/2022/sarmayesh/587/1.jpg,<ol><li>کویل سه رديفه 3/8 اینچ و فین آلومینیومی 14پره</li><li>طراحی زیبا همراه با عملکرد کم صدا و آرام </li><li>دارای فن سانتریفوژ از جنس ABS با حداقل دسیبل صدا</li><li>دارای فیلتر هوای قابل شست و شو</li><li>برای مساحت حداکثر 56 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,800-SRFCTED,موقعیت نصب دستگاه,زمینی,ظرفیت هوادهي CFM,800,حداکثر قدرت سرمایش(BTU/hr),24400,حداکثر قدرت گرمایش(BTU/hr),62750,نوع برق مصرفی,تک فاز - 220 ولت,تعداد ردیف کویل,3,تعداد موتور,2,قدرت الکترموتور (W),25-45,تعداد فن,3,حداکثر صدا - Db,-,افت فشار آب (Kpa),-,ابعاد - mm,1620x655x210,وزن - Kg,42,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,ایران,مدت گارانتی,18 ماه گارانتی از زمان نصب,گارانتی,18 ماه گارانتی شرکت اصلی,گارانتی,گارانتی 18 ماهه از زمان تحویل، گارانتی 12 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,https://damatajhiz.com/products/3304/فن-کویل-سقفی-کابین-دار-ساران-مدل-srfche-200,فن کویل سقفی کابین دار ساران مدل SRFCHE-200,5213000,فن کویل > فن کویل ساران,https://damava.ir/wp-content/uploads/2022/sarmayesh/588/1.jpg,<ol><li>کویل استاندارد سه ردیفه با لوله های مسی 3/8 اینچ</li><li>دارای الکتروموتور سه سرعته پرقدرت و کم صدا</li><li>دارای فیلتر هوای قابل شست و شو</li><li>محافظ حرارتی جهت جلوگیری از خرابی در الکترو موتور</li><li>برای مساحت حداکثر 12 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,SRFCHE-200,موقعیت نصب دستگاه,سقفی ,ظرفیت هوادهي CFM,200,حداکثر قدرت سرمایش(BTU/hr),9200,حداکثر قدرت گرمایش(BTU/hr),21800,نوع برق مصرفی,تک فاز - 220 ولت,تعداد ردیف کویل,3,تعداد موتور,1,قدرت الکترموتور (W),25,تعداد فن,1,حداکثر صدا - Db,-,افت فشار آب (Kpa),-,ابعاد - mm,920x570x210,وزن - Kg,30,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,ایران,مدت گارانتی,18 ماه گارانتی از زمان نصب,گارانتی,18 ماه گارانتی شرکت اصلی,گارانتی,گارانتی 18 ماهه از زمان تحویل، گارانتی 12 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,https://damatajhiz.com/products/464/کولر-گازی-اینورتر-گرین-مدل-gws-h24p1t1a,کولر گازی اینورتر گرین مدل GWS-H24P1T1A,25560000,کولر گازی و اسپلیت > کولر گازی و اسپلیت گرین,"https://damava.ir/wp-content/uploads/2022/sarmayesh/589/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/589/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/589/3.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/589/4.jpg",<ol><li>عملکرد: سرمايش و گرمایش + اینورتر</li><li>گرید انرژی A</li><li> دارای گاز مبرد R410a و کمپرسور روتاری</li><li>  برای مساحت 34 تا 45 متر مربع(براساس شرایط)</li><li>مناسب آب و هوای معتدل + 3 متر لوله رایگان</li></ol>,مدل دستگاه,GWS-H24P1T1A,برچسب مصرف انرژی,A,موقعیت نصب دستگاه,دیواری,شرایط کارکرد,معتدل,نوع کمپرسور,روتاری,کیت اینورتر (کم مصرف) ,دارد,گاز مبرد,R410,ظرفیت سرمایشی - BTU/h,24000,ظرفیت گرمایشی - BTU/h,25000, برق مصرفی,تک فاز 240~220 ولت,جریان برق مصرفی - Amp,9.63~9.13,حداکثر صدا یونیت داخلی - Db,48,ابعاد یونیت داخلی - mm ,1082x335x235,ابعاد یونیت خارجی - mm,800x690x300,وزن یونیت داخلی - Kg,16,وزن یونیت خارجی - Kg,50,سایز لوله مایع (رفت) - mm,6.35,سایز لوله گاز (برگشت) - mm,15.88,حداکثر طول لوله کشی - m,15,حداکثر ارتفاع لوله کشی - m,10,دامنه دمایی  کارکرد,15- الی 55 درجه سانتی گراد,کشور سازنده ,چین,مدت گارانتی,2 سال ضمانت قطعات فنی - 5 سال ضمانت کمپرسور,شناسه کالا,2009577298696,گارانتی,5 سال گارانتی شرکت پشم شیشه پارس,گارانتی,5 سال ضمانت تعویض كمپرسور و 2 سال گارانتی قطعات فنی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,https://damatajhiz.com/products/3295/فن-کویل-زمینی-بالازن-ساران-مدل-frfcte-400,فن کویل زمینی بالازن ساران مدل FRFCTE-400,7234000,فن کویل > فن کویل ساران,"https://damava.ir/wp-content/uploads/2022/sarmayesh/590/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/590/2.jpg",<ol><li>کویل سه رديفه 3/8 اینچ و فین آلومینیومی 14پره</li><li>طراحی زیبا همراه با عملکرد کم صدا و آرام</li><li>دارای فن سانتریفوژ از جنس ABS با حداقل دسیبل صدا</li><li>دارای فیلتر هوای قابل شست و شو</li><li>برای مساحت حداکثر 28 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,FRFCTE-400,موقعیت نصب دستگاه,زمینی,ظرفیت هوادهي CFM,400,حداکثر قدرت سرمایش(BTU/hr),15400,حداکثر قدرت گرمایش(BTU/hr),38750,نوع برق مصرفی,تک فاز - 220 ولت,تعداد ردیف کویل,3,تعداد موتور,1,قدرت الکترموتور (W),45,تعداد فن,2,حداکثر صدا - Db,38,افت فشار آب (Kpa),-,ابعاد - mm,1220x570x210,وزن - Kg,40,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,ایران,مدت گارانتی,18 ماه گارانتی از زمان نصب,گارانتی,18 ماه گارانتی شرکت اصلی,گارانتی,گارانتی 18 ماهه از زمان تحویل، گارانتی 12 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,https://damatajhiz.com/products/3307/فن-کویل-زمینی-مورب-زن-ساران-srfcse-600,فن کویل زمینی مورب زن ساران SRFCSE-600,7234000,فن کویل > فن کویل زمینی,https://damava.ir/wp-content/uploads/2022/sarmayesh/591/1.jpg,<ol><li>دارای کویل سه رديفه 3/8 اینچ و فین آلومینیومی 14پره</li><li>مجهز به الکترو موتور تک فاز 3 سرعته</li><li>دارای فیلتر هوای قابل شست و شو</li><li>طراحی زیبا همراه با عملکرد کم صدا و آرام</li><li>برای مساحت حداکثر 40 متر مربع (براساس شرایط)</li></ol>,مدل دستگاه,SRFCSE-600,موقعیت نصب دستگاه,زمینی,ظرفیت هوادهي CFM,600,حداکثر قدرت سرمایش(BTU/hr),14750,حداکثر قدرت گرمایش(BTU/hr),48250,نوع برق مصرفی,تک فاز - 220 ولت,تعداد ردیف کویل,3,تعداد موتور,1,قدرت الکترموتور (W),45,تعداد فن,2,حداکثر صدا - Db,39,افت فشار آب (Kpa),-,ابعاد - mm,1360x655x210,وزن - Kg,40,سایز لوله ورودی- Inch,3/4,سایز لوله خروجی- Inch,3/4,کشور سازنده ,ایران,مدت گارانتی,18 ماه گارانتی از زمان نصب,گارانتی,18 ماه گارانتی شرکت اصلی,گارانتی,گارانتی 18 ماهه از زمان تحویل، گارانتی 12 ماهه از زمان نصب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
